hour,is_night,location_risk_score,previous_incidents,battery_level,sos_frequency,distance_to_safe_km,area_type,is_moving,risk_score,risk_label
15,0,43.94,1,12,0,0.69,0,1,40.14,1
10,0,28.49,7,25,1,2.0,2,1,65.79,2
13,0,29.99,1,13,4,2.14,2,1,78.22,3
7,0,97.14,3,52,2,1.7,1,1,54.42,2
0,1,10.14,6,32,1,0.35,0,1,61.0,2
7,0,47.71,0,84,1,1.45,0,1,24.23,0
18,0,14.02,7,96,1,3.89,1,1,52.99,2
13,0,48.35,6,42,2,2.01,0,1,54.21,2
15,0,27.56,0,11,0,3.87,1,0,56.43,2
0,1,43.34,0,47,1,4.35,1,1,71.91,2
11,0,96.63,2,76,4,2.93,0,0,57.85,2
11,0,25.59,2,87,4,4.34,0,1,53.4,2
1,1,59.96,2,9,0,5.63,1,1,95.38,3
10,0,6.4,2,20,3,0.7,0,1,47.79,1
7,0,43.4,6,71,0,3.67,2,1,62.93,2
2,1,50.65,6,58,1,5.67,0,1,78.01,3
0,1,36.67,1,36,1,5.31,0,1,76.82,3
4,1,82.18,2,38,0,0.71,1,0,64.89,2
16,0,58.96,7,77,1,0.29,0,0,36.48,1
0,1,49.55,2,31,1,3.41,1,1,77.84,3
16,0,31.81,1,35,1,3.62,0,1,45.63,1
14,0,64.74,5,41,0,2.7,2,1,63.99,2
0,1,16.32,2,51,3,0.16,2,0,91.34,3
7,0,28.67,7,15,4,5.54,1,1,87.26,3
4,1,54.9,7,94,2,1.68,0,0,78.3,3
5,1,2.83,7,26,3,5.57,0,1,93.17,3
2,1,64.8,6,8,2,3.19,2,1,100.0,3
19,1,51.59,6,38,1,3.09,0,1,82.32,3
15,0,51.12,4,7,2,1.47,1,0,70.16,2
17,0,85.03,0,29,4,2.12,1,0,64.94,2
9,0,52.87,5,10,4,5.55,2,1,96.78,3
4,1,98.46,4,45,1,0.55,1,1,73.63,2
7,0,0.71,4,60,1,1.21,0,0,27.82,1
2,1,33.67,7,4,3,4.56,0,1,94.09,3
19,1,55.92,5,2,0,5.95,1,0,95.53,3
4,1,2.04,7,9,3,2.76,1,0,100.0,3
0,1,75.13,0,79,0,1.88,0,1,43.88,1
19,1,44.71,3,79,2,2.52,1,1,68.35,2
10,0,90.91,1,93,1,2.71,1,1,43.41,1
21,1,70.0,4,21,3,4.09,1,1,99.84,3
5,1,85.6,4,61,1,4.92,1,0,88.78,3
8,0,85.42,3,90,2,3.47,0,1,61.95,2
15,0,56.71,5,50,2,4.12,0,1,69.5,2
14,0,98.79,5,25,4,5.52,1,1,94.92,3
14,0,54.34,6,77,2,5.22,0,1,65.34,2
19,1,43.23,4,68,0,1.01,2,1,68.37,2
11,0,1.65,0,48,0,4.26,1,0,39.13,1
17,0,15.44,4,24,1,5.34,1,1,59.67,2
21,1,33.0,5,48,2,5.99,0,0,76.37,3
11,0,55.32,6,29,1,3.16,0,0,55.7,2
19,1,92.58,4,63,2,4.3,1,1,91.09,3
21,1,97.33,1,33,4,5.18,1,1,100.0,3
20,1,76.19,7,15,1,2.73,0,0,94.31,3
3,1,25.67,6,73,3,0.53,1,1,76.0,3
19,1,72.25,3,91,4,2.4,1,1,84.71,3
9,0,80.39,2,7,1,4.86,0,0,75.8,3
1,1,86.95,5,88,1,2.69,0,1,76.56,3
0,1,22.0,4,45,4,0.12,0,0,62.1,2
5,1,22.58,2,66,1,3.73,2,0,92.55,3
13,0,36.55,5,36,0,1.99,2,1,62.1,2
14,0,45.09,1,83,2,3.41,2,1,63.02,2
21,1,18.98,5,21,0,5.79,1,1,81.88,3
9,0,6.18,4,82,0,4.85,1,0,47.48,1
17,0,81.58,0,66,0,0.41,1,0,29.2,1
8,0,24.71,3,86,3,1.34,0,0,49.47,1
18,0,8.29,2,51,0,2.56,2,1,35.89,1
1,1,90.83,3,89,1,1.52,0,1,74.92,2
8,0,38.0,1,12,2,2.22,1,1,60.38,2
7,0,79.07,6,88,1,3.47,0,0,55.23,2
1,1,17.1,5,99,2,2.97,0,1,83.12,3
2,1,95.23,4,62,1,0.33,1,0,77.48,3
18,0,75.2,4,99,2,1.87,0,0,45.35,1
0,1,57.41,7,69,2,1.0,0,0,72.92,2
19,1,73.42,3,72,4,4.57,2,1,96.3,3
18,0,83.24,3,73,2,5.61,1,1,68.98,2
13,0,85.1,4,16,2,4.94,1,1,84.3,3
23,1,70.96,0,76,2,5.45,1,1,86.34,3
21,1,97.5,1,23,1,4.38,1,1,91.02,3
10,0,18.9,0,85,4,0.63,1,1,39.37,1
20,1,30.96,7,58,1,0.6,1,1,66.08,2
10,0,46.46,2,35,2,1.74,2,0,77.2,3
3,1,32.69,7,41,0,1.57,0,0,58.5,2
18,0,33.7,1,66,1,5.65,2,1,61.13,2
15,0,79.24,6,36,2,4.26,0,1,67.17,2
18,0,8.5,3,83,1,1.43,1,1,33.75,1
4,1,12.79,7,92,1,4.22,0,1,70.87,2
7,0,15.35,0,57,0,3.93,1,1,36.7,1
0,1,1.56,2,28,1,1.94,0,0,62.82,2
0,1,66.61,6,63,3,4.81,1,1,99.6,3
21,1,6.16,4,72,2,2.4,0,0,69.33,2
6,0,84.09,5,77,2,3.28,0,1,68.91,2
8,0,27.07,4,14,1,5.62,1,1,87.26,3
11,0,41.37,4,48,1,2.7,1,0,49.88,1
18,0,28.3,6,36,3,3.89,1,0,77.23,3
14,0,73.23,5,71,2,1.77,0,0,56.28,2
22,1,39.1,2,45,3,1.4,2,0,94.47,3
10,0,8.14,0,48,4,4.09,0,0,41.84,1
13,0,56.38,2,2,1,3.76,1,0,65.72,2
8,0,11.15,6,13,2,2.53,0,1,73.92,2
3,1,41.86,0,36,3,5.5,1,1,90.59,3
11,0,98.69,0,85,4,1.6,0,1,46.21,1
11,0,52.32,4,84,4,3.76,0,0,62.49,2
9,0,19.23,3,16,3,4.26,1,1,85.52,3
2,1,88.12,6,53,2,4.94,1,0,100.0,3
11,0,38.64,4,40,0,3.16,1,0,47.36,1
18,0,21.78,3,86,4,2.14,2,0,78.55,3
4,1,53.66,5,83,0,5.47,1,0,75.52,3
5,1,3.6,4,61,2,1.65,0,0,74.1,2
15,0,9.32,2,9,4,1.23,1,0,62.92,2
5,1,20.98,7,74,0,5.27,0,0,65.29,2
10,0,94.44,6,72,0,3.6,2,0,79.24,3
16,0,39.6,0,35,1,0.87,1,1,35.57,1
6,0,9.04,3,50,3,2.65,0,0,43.75,1
13,0,52.19,1,72,0,0.55,0,1,23.25,0
1,1,49.35,7,65,1,2.7,1,0,71.55,2
0,1,7.18,2,44,1,2.85,2,0,77.93,3
23,1,42.31,5,9,4,1.5,0,0,88.87,3
20,1,33.97,3,14,0,4.32,0,1,91.07,3
20,1,53.84,4,20,0,1.0,0,0,62.47,2
6,0,17.24,2,20,4,0.35,1,0,53.04,2
13,0,45.28,7,10,1,1.41,0,1,57.21,2
10,0,79.65,7,26,4,3.95,1,1,87.63,3
11,0,51.09,1,36,3,3.32,0,1,61.73,2
15,0,84.68,2,54,1,4.95,0,1,54.34,2
18,0,92.47,6,49,2,1.52,0,0,60.9,2
1,1,94.96,5,19,3,3.33,0,1,100.0,3
19,1,29.3,2,95,0,4.82,2,0,81.5,3
18,0,58.61,1,22,0,4.76,0,1,47.16,1
16,0,18.1,6,40,2,2.58,0,1,51.34,2
19,1,64.92,3,44,2,1.02,1,0,74.58,2
8,0,72.93,0,32,2,5.55,1,1,65.18,2
3,1,17.81,0,48,0,4.61,2,0,78.12,3
4,1,32.32,1,59,0,4.15,2,1,71.18,2
14,0,55.97,5,48,1,5.45,0,1,66.29,2
17,0,91.53,3,52,1,4.98,1,0,64.67,2
8,0,26.79,6,87,2,5.2,0,1,58.44,2
11,0,79.82,4,88,2,5.98,0,0,68.32,2
19,1,79.84,3,52,4,4.41,1,0,93.92,3
10,0,50.93,2,3,0,5.15,1,1,67.04,2
15,0,52.9,3,79,0,2.36,1,0,43.97,1
6,0,69.04,6,44,0,1.57,1,0,51.1,2
11,0,58.09,3,7,0,5.46,0,1,63.2,2
10,0,52.38,5,29,2,2.44,1,1,60.76,2
17,0,40.42,0,41,2,2.81,2,0,52.85,2
16,0,29.51,5,79,0,3.71,2,1,60.58,2
16,0,72.58,7,77,0,4.23,1,0,61.83,2
22,1,10.41,7,15,0,3.01,0,0,71.54,2
23,1,83.59,4,90,1,3.16,0,0,72.07,2
21,1,10.24,5,22,0,0.72,1,1,72.29,2
21,1,19.01,6,68,0,2.75,0,1,58.42,2
16,0,44.94,2,13,2,1.19,1,1,66.43,2
4,1,68.45,7,47,0,0.18,0,0,57.13,2
3,1,87.28,5,61,4,3.38,0,0,87.4,3
16,0,73.23,0,40,3,0.5,0,0,54.8,2
9,0,65.53,5,78,4,2.91,1,1,78.45,3
10,0,85.45,2,32,0,1.26,2,0,64.12,2
8,0,18.68,3,54,0,0.52,0,1,18.56,0
12,0,27.9,7,58,4,5.34,0,1,63.09,2
19,1,51.18,2,43,2,4.78,1,1,79.81,3
16,0,21.16,6,87,0,2.49,2,1,58.95,2
6,0,0.73,7,36,0,0.87,2,1,55.19,2
21,1,21.64,7,58,4,3.67,0,0,78.91,3
1,1,58.99,4,81,2,2.72,1,0,83.0,3
7,0,47.18,5,26,3,5.98,0,1,79.11,3
0,1,55.35,1,35,3,3.8,1,1,93.72,3
5,1,81.97,2,29,0,3.76,2,1,97.21,3
18,0,39.7,4,82,4,3.75,0,1,58.2,2
21,1,5.88,4,3,3,5.06,2,1,100.0,3
2,1,6.76,7,48,0,0.51,0,1,50.96,2
19,1,81.16,4,89,0,0.84,1,0,61.34,2
5,1,94.96,7,77,2,3.17,2,1,97.49,3
23,1,65.6,0,59,0,5.37,1,1,71.76,2
22,1,48.62,5,74,3,3.3,1,0,95.97,3
23,1,11.81,5,39,2,3.57,0,1,85.42,3
10,0,11.88,3,52,0,3.58,0,0,42.48,1
17,0,89.63,1,24,0,3.18,0,0,53.8,2
5,1,84.2,4,91,2,1.01,1,0,75.81,3
12,0,76.03,1,27,2,3.96,0,1,66.37,2
10,0,75.65,2,17,4,4.81,1,1,87.83,3
14,0,46.83,2,90,2,5.52,0,0,56.06,2
21,1,37.13,5,7,3,0.99,0,1,92.7,3
22,1,0.22,0,68,2,1.9,0,1,63.73,2
14,0,59.22,2,39,2,0.91,0,0,47.75,1
23,1,90.2,2,80,4,2.29,1,0,90.8,3
13,0,23.63,2,31,1,0.34,0,0,36.02,1
16,0,10.96,7,90,2,2.35,1,0,55.48,2
13,0,84.22,4,97,3,4.0,1,1,70.04,2
16,0,58.41,1,32,0,4.96,0,1,48.81,1
9,0,96.94,5,19,4,1.08,1,0,77.12,3
21,1,90.56,1,92,1,3.92,0,1,67.9,2
11,0,53.63,7,25,3,5.82,1,1,85.52,3
20,1,24.15,6,41,4,1.75,1,0,84.51,3
2,1,53.36,7,53,4,5.98,0,1,93.73,3
0,1,47.89,2,4,2,5.15,1,0,98.14,3
0,1,61.81,6,47,0,2.45,0,0,72.26,2
9,0,32.14,6,75,2,3.14,2,1,76.09,3
2,1,30.03,5,44,4,4.6,0,0,92.85,3
13,0,77.34,3,92,4,4.43,1,0,69.54,2
17,0,23.44,7,55,3,1.97,1,1,54.42,2
12,0,9.01,4,4,3,5.21,0,0,82.74,3
8,0,2.96,3,98,3,2.2,0,0,37.61,1
4,1,72.57,2,47,1,0.52,1,0,68.57,2
0,1,25.04,1,75,4,4.37,0,1,76.6,3
15,0,24.26,7,2,1,4.9,0,1,72.03,2
15,0,3.72,5,56,4,1.89,2,1,65.86,2
16,0,84.87,2,84,0,4.95,0,1,45.82,1
11,0,67.79,5,79,4,5.89,1,1,80.03,3
1,1,91.27,4,9,3,5.31,0,1,95.8,3
11,0,20.27,3,22,0,2.66,0,1,37.8,1
0,1,62.31,3,35,4,5.92,1,0,94.05,3
16,0,85.72,7,23,3,5.84,2,0,100.0,3
1,1,46.7,5,81,1,1.79,0,0,64.17,2
13,0,51.22,2,23,3,3.87,2,1,75.21,3
15,0,84.95,4,87,1,1.25,0,0,49.9,1
6,0,32.6,4,28,3,0.41,0,1,59.16,2
4,1,22.09,1,55,1,0.11,1,0,51.96,2
0,1,99.48,5,92,0,1.93,1,0,71.77,2
13,0,12.62,6,68,0,2.56,2,0,57.86,2
21,1,57.43,3,17,1,5.51,1,1,100.0,3
10,0,40.85,4,64,4,2.11,2,1,73.14,2
6,0,30.65,7,5,4,3.99,0,0,69.27,2
9,0,7.76,1,79,4,5.67,0,0,58.73,2
18,0,99.69,2,36,0,2.77,2,0,76.48,3
0,1,24.46,3,43,3,5.14,0,0,83.26,3
16,0,47.85,1,53,4,5.87,0,1,51.35,2
21,1,13.39,2,84,1,0.61,0,0,51.48,2
4,1,61.19,3,90,2,1.24,0,1,70.11,2
1,1,14.86,4,42,2,3.3,0,1,76.62,3
14,0,33.66,5,80,1,3.67,0,0,48.06,1
9,0,34.33,7,64,1,5.46,1,1,57.73,2
16,0,13.12,2,64,2,1.43,1,0,39.53,1
13,0,3.64,0,53,2,3.74,2,1,48.79,1
2,1,52.98,0,37,0,5.55,1,0,72.53,2
15,0,6.52,7,91,4,3.06,1,0,61.98,2
22,1,43.84,5,28,2,3.46,0,1,90.12,3
1,1,39.73,5,65,0,2.73,0,1,60.1,2
1,1,8.19,6,29,3,1.92,2,1,100.0,3
5,1,96.69,4,95,4,1.98,1,0,88.64,3
3,1,49.11,6,3,3,5.74,0,0,100.0,3
23,1,47.92,1,68,4,4.57,0,0,75.87,3
5,1,46.26,3,81,4,2.51,1,1,86.41,3
9,0,51.75,4,22,3,3.1,2,1,84.79,3
10,0,23.64,5,51,4,3.36,1,1,67.06,2
11,0,70.4,5,98,2,2.47,0,1,59.15,2
9,0,90.9,1,60,0,4.13,1,0,52.63,2
16,0,7.37,6,41,0,0.83,0,0,28.0,1
21,1,27.49,5,44,1,1.88,0,0,63.34,2
10,0,77.54,1,5,1,4.42,2,0,87.19,3
3,1,94.96,4,47,3,0.24,0,1,76.78,3
2,1,27.14,7,93,3,4.01,0,1,78.12,3
7,0,44.25,7,64,1,1.54,1,0,47.36,1
17,0,55.44,4,79,1,4.11,0,1,53.96,2
8,0,59.68,6,61,1,5.17,2,0,77.96,3
2,1,39.38,5,64,4,1.43,0,0,75.68,3
10,0,69.2,1,49,0,3.09,2,0,58.35,2
17,0,28.85,3,89,0,5.28,1,1,49.38,1
13,0,12.17,1,68,2,0.81,1,0,35.68,1
21,1,32.4,7,8,4,4.52,1,1,98.3,3
22,1,38.97,5,17,3,5.29,1,0,98.15,3
20,1,48.5,1,33,3,1.79,1,1,80.89,3
15,0,25.09,3,63,3,2.25,1,0,55.17,2
12,0,85.83,1,39,0,3.61,2,1,68.35,2
12,0,59.52,3,78,4,4.18,0,1,57.39,2
14,0,98.06,1,63,1,1.5,2,1,51.64,2
5,1,71.46,1,17,3,2.97,0,0,89.04,3
8,0,37.04,0,3,1,0.28,1,1,45.39,1
15,0,31.7,5,87,4,2.53,1,1,58.01,2
18,0,91.4,6,12,4,1.42,0,1,82.42,3
3,1,33.28,4,64,2,5.52,0,0,81.37,3
8,0,70.38,6,50,1,3.61,0,1,59.74,2
4,1,35.32,4,62,1,4.01,1,0,74.82,2
22,1,43.96,0,66,3,3.94,1,1,83.07,3
9,0,53.18,0,22,4,1.26,0,1,49.66,1
18,0,60.08,3,95,2,5.52,2,1,76.12,3
21,1,63.5,2,61,3,2.0,1,0,77.47,3
2,1,85.16,0,8,0,3.2,1,0,81.98,3
4,1,19.01,4,88,4,1.52,0,1,74.24,2
13,0,24.58,3,16,4,1.45,2,1,86.47,3
3,1,22.55,7,43,2,0.81,2,1,80.08,3
1,1,54.96,4,97,3,0.43,0,1,69.88,2
3,1,14.49,1,92,1,3.78,0,1,59.71,2
5,1,29.43,4,42,1,2.77,1,1,75.99,3
23,1,48.8,3,16,0,4.33,0,0,80.99,3
10,0,5.16,3,86,4,2.54,1,1,49.5,1
9,0,29.05,6,42,0,2.13,0,1,26.92,1
0,1,68.94,4,90,3,4.98,2,0,100.0,3
13,0,2.28,7,62,3,2.76,0,1,55.94,2
13,0,83.67,4,36,0,3.71,1,0,61.68,2
22,1,92.64,1,60,4,0.42,1,1,71.01,2
13,0,43.17,2,27,2,3.36,0,1,50.31,2
10,0,91.67,4,97,0,1.13,0,0,34.62,1
8,0,50.0,6,53,0,0.34,0,0,29.1,1
20,1,56.3,4,33,3,2.05,2,1,98.29,3
18,0,89.43,3,77,1,3.98,0,1,57.62,2
11,0,6.28,2,2,2,3.58,1,0,64.18,2
23,1,93.95,7,51,0,2.55,1,0,68.78,2
17,0,74.63,1,14,4,4.33,1,0,87.59,3
22,1,17.44,0,89,0,1.23,0,0,38.44,1
12,0,65.79,4,39,2,4.08,0,0,65.28,2
7,0,53.05,0,46,4,3.48,1,0,60.76,2
16,0,67.49,0,88,0,2.71,0,1,31.12,1
5,1,25.73,4,69,0,1.1,1,0,58.66,2
4,1,5.21,2,93,0,0.53,1,0,41.16,1
3,1,91.1,7,33,2,2.75,0,1,91.65,3
0,1,12.27,3,12,1,0.68,0,1,75.99,3
19,1,13.76,3,7,0,1.24,0,1,64.98,2
19,1,40.59,2,41,3,3.8,0,1,83.87,3
16,0,56.48,3,28,0,1.83,0,1,38.1,1
6,0,65.31,0,51,2,0.71,2,0,64.13,2
15,0,25.81,0,5,4,4.54,2,1,81.87,3
14,0,42.66,4,21,4,3.55,0,1,68.87,2
20,1,4.97,2,73,1,5.23,2,0,85.7,3
11,0,87.52,4,82,4,2.35,1,1,73.95,2
22,1,17.78,5,57,3,5.75,0,1,87.45,3
23,1,19.97,6,13,0,3.37,0,1,73.92,2
17,0,44.84,2,55,4,4.04,1,1,59.06,2
14,0,24.14,2,27,4,3.37,1,0,63.44,2
12,0,1.23,2,37,3,5.99,0,1,64.1,2
4,1,42.54,7,26,4,3.87,0,0,96.29,3
12,0,91.79,0,5,2,2.04,0,1,57.24,2
15,0,4.12,2,16,2,3.65,2,0,80.47,3
3,1,76.58,2,27,3,1.56,0,0,84.25,3
8,0,69.51,5,67,1,1.74,0,1,45.26,1
14,0,58.24,6,85,1,0.51,1,1,49.34,1
17,0,20.38,3,91,2,3.98,1,1,54.73,2
7,0,59.56,7,34,2,2.25,2,0,84.4,3
15,0,14.22,6,90,2,5.72,0,1,62.29,2
1,1,31.57,6,60,0,5.98,0,1,73.04,2
14,0,68.18,2,27,3,1.38,2,1,77.89,3
19,1,78.34,5,95,0,1.5,1,1,74.36,2
2,1,45.55,2,93,1,2.39,2,1,68.38,2
2,1,41.16,3,32,1,2.02,1,0,73.61,2
0,1,20.12,4,39,3,3.36,1,0,87.35,3
3,1,22.65,1,51,4,1.68,1,1,66.06,2
7,0,72.73,2,47,1,5.76,0,0,62.62,2
23,1,48.94,3,76,3,0.14,2,0,87.84,3
15,0,81.74,5,92,0,2.21,0,1,46.64,1
7,0,73.17,3,28,0,5.0,0,0,58.27,2
22,1,12.92,3,81,0,4.46,2,1,77.79,3
5,1,35.2,6,74,2,2.73,0,0,83.29,3
13,0,17.46,7,93,3,1.15,1,1,57.43,2
3,1,68.53,0,63,0,0.73,1,0,55.73,2
1,1,79.61,3,15,4,0.67,1,1,94.95,3
14,0,20.77,7,91,3,0.86,0,0,53.52,2
10,0,99.89,6,4,0,2.17,0,0,66.43,2
6,0,88.05,7,82,0,2.53,1,1,55.49,2
7,0,23.71,6,33,2,1.58,2,1,74.88,2
5,1,25.49,0,85,0,3.09,0,0,46.92,1
15,0,40.0,6,79,0,0.7,1,1,41.32,1
17,0,11.02,2,22,4,1.14,0,0,55.63,2
3,1,44.37,2,26,1,4.07,0,0,78.42,3
22,1,19.82,2,14,4,4.88,0,0,95.24,3
20,1,34.68,3,84,1,1.86,1,1,59.3,2
17,0,96.18,0,67,2,3.63,1,0,60.66,2
13,0,97.16,5,62,3,2.78,0,1,63.85,2
7,0,17.61,2,24,3,5.29,0,1,62.9,2
7,0,14.93,2,93,1,0.7,0,0,22.69,0
18,0,66.23,1,87,0,1.25,2,0,53.87,2
3,1,50.12,2,86,4,0.86,2,0,88.13,3
5,1,75.21,6,47,3,2.37,0,1,92.79,3
17,0,95.06,1,57,0,2.99,1,0,47.72,1
14,0,58.46,6,58,0,3.46,1,1,55.55,2
21,1,57.45,4,48,4,0.5,2,1,86.7,3
12,0,55.66,4,8,0,3.63,0,0,66.42,2
17,0,71.09,6,30,4,3.8,0,1,81.09,3
2,1,60.56,6,98,0,2.71,0,1,57.51,2
15,0,1.04,7,61,1,4.64,0,1,52.08,2
5,1,17.98,3,97,2,0.52,0,0,58.07,2
16,0,71.14,3,6,0,2.41,1,1,64.92,2
1,1,62.27,3,82,1,3.52,0,1,68.81,2
10,0,88.34,1,45,3,2.23,0,1,55.73,2
16,0,79.95,7,17,0,4.51,0,1,72.12,2
0,1,13.0,0,22,4,1.62,2,1,84.86,3
16,0,61.52,6,59,4,2.23,1,0,68.63,2
12,0,16.49,7,58,1,2.28,2,1,62.54,2
20,1,58.4,1,85,2,0.19,0,1,55.83,2
4,1,89.2,2,55,0,3.25,2,0,94.88,3
4,1,90.07,0,67,4,0.42,2,0,84.34,3
2,1,75.86,5,54,0,5.43,2,0,100.0,3
14,0,77.23,4,89,2,5.9,1,1,73.13,2
2,1,82.62,1,99,0,0.69,1,0,53.9,2
7,0,88.88,0,99,4,5.3,1,1,68.9,2
7,0,29.87,1,29,2,4.12,2,1,69.63,2
11,0,61.27,7,96,3,5.49,0,0,71.33,2
17,0,78.78,2,89,1,0.5,0,1,33.08,1
9,0,96.74,7,24,0,2.36,1,0,65.84,2
18,0,60.95,1,16,3,1.51,0,0,69.1,2
5,1,74.46,7,35,4,2.87,0,1,88.67,3
8,0,35.16,6,75,4,5.27,0,1,70.06,2
7,0,3.76,1,69,3,3.34,1,1,57.92,2
2,1,99.43,1,47,0,1.54,1,1,62.25,2
23,1,81.18,6,99,2,4.94,1,0,89.14,3
3,1,77.19,0,63,3,5.45,1,1,86.52,3
21,1,60.52,3,69,3,3.43,1,0,89.89,3
17,0,83.03,2,8,1,3.13,0,1,62.94,2
12,0,52.36,5,61,3,1.87,0,0,56.82,2
8,0,69.59,2,84,2,1.13,0,1,45.36,1
11,0,24.82,5,35,2,4.77,1,1,83.61,3
7,0,65.34,4,55,1,5.26,1,0,68.38,2
1,1,37.7,1,94,1,1.7,1,0,60.12,2
11,0,94.13,7,23,3,4.73,2,0,93.97,3
2,1,25.13,0,43,0,4.94,1,1,64.72,2
12,0,25.25,3,60,2,3.91,1,0,54.25,2
13,0,82.63,2,47,3,0.86,0,1,48.49,1
15,0,11.94,3,17,0,2.92,1,0,59.53,2
0,1,28.1,5,22,1,1.42,1,1,71.89,2
23,1,4.2,3,27,2,5.07,0,0,87.22,3
20,1,51.77,4,54,4,0.26,1,0,86.45,3
2,1,52.92,7,7,1,0.26,0,1,78.03,3
19,1,88.14,3,56,3,3.78,0,1,91.78,3
3,1,10.48,4,53,2,1.66,1,0,67.82,2
21,1,86.88,6,25,1,2.85,0,0,88.58,3
17,0,56.15,3,18,2,4.92,2,1,91.33,3
2,1,24.78,7,85,1,1.57,0,0,59.89,2
13,0,39.38,5,66,4,4.19,1,1,70.42,2
9,0,3.73,6,48,1,0.44,1,1,41.19,1
8,0,34.7,1,46,2,0.37,0,0,30.61,1
19,1,7.53,4,43,3,1.92,0,0,63.25,2
3,1,31.04,7,70,1,4.66,0,0,71.86,2
14,0,38.56,6,40,0,3.26,2,0,64.74,2
23,1,75.57,2,35,4,4.03,1,0,100.0,3
6,0,33.65,6,63,3,2.26,0,0,61.12,2
9,0,48.33,5,12,2,5.78,2,1,100.0,3
2,1,58.07,3,93,4,5.18,2,1,100.0,3
10,0,6.1,1,50,3,5.14,1,1,65.99,2
9,0,70.32,6,92,0,3.79,0,1,48.7,1
1,1,82.33,4,74,3,5.88,2,1,99.8,3
15,0,83.86,7,12,4,0.99,0,1,76.6,3
22,1,36.86,0,46,1,0.22,2,0,68.51,2
11,0,28.46,7,74,1,2.61,1,1,50.4,2
0,1,99.67,6,53,2,2.42,0,0,82.67,3
10,0,43.18,4,16,2,5.11,0,0,80.77,3
0,1,13.42,5,57,1,5.33,1,1,82.82,3
6,0,40.14,1,83,1,5.23,1,1,47.19,1
5,1,13.65,2,92,0,0.18,0,0,38.0,1
2,1,62.58,4,66,1,0.51,2,0,86.41,3
4,1,57.27,5,10,4,4.82,1,0,100.0,3
20,1,72.92,2,68,0,0.79,1,0,60.88,2
14,0,37.45,3,8,0,3.87,0,1,54.45,2
17,0,84.47,1,28,4,2.63,2,0,86.92,3
23,1,36.77,7,60,3,2.36,0,0,86.06,3
13,0,76.27,3,48,1,0.88,2,0,62.38,2
0,1,36.44,1,69,0,0.49,0,0,41.6,1
22,1,11.66,4,12,1,3.88,1,0,89.29,3
6,0,24.69,2,95,3,1.18,0,0,36.54,1
18,0,9.59,1,47,3,3.71,1,0,56.73,2
18,0,91.84,6,73,3,4.35,0,1,73.42,2
20,1,9.7,3,55,2,0.35,0,0,51.94,2
22,1,56.18,7,35,0,5.36,1,1,83.59,3
17,0,34.57,3,2,3,5.89,0,1,77.61,3
9,0,42.55,1,99,2,2.22,0,1,41.82,1
0,1,52.78,0,39,4,4.0,0,0,91.45,3
17,0,26.25,5,63,3,5.05,0,1,70.44,2
12,0,4.41,3,12,2,4.75,0,1,76.62,3
11,0,50.59,3,50,1,1.2,0,1,33.18,1
9,0,28.99,3,92,0,5.09,0,0,43.71,1
17,0,59.87,7,26,1,3.25,1,0,63.37,2
12,0,44.47,3,91,1,3.43,0,1,35.02,1
12,0,48.55,1,32,1,2.66,2,0,61.11,2
23,1,22.57,6,44,1,0.54,0,1,65.79,2
16,0,56.59,7,64,0,0.32,1,0,42.63,1
12,0,93.76,0,63,4,3.74,0,0,54.19,2
19,1,42.94,2,36,1,5.53,1,1,95.22,3
22,1,24.53,3,11,4,0.92,0,0,86.11,3
16,0,83.84,1,9,0,0.32,0,1,52.85,2
1,1,59.37,1,82,0,0.31,1,1,53.11,2
5,1,74.99,3,7,1,1.68,0,1,86.54,3
23,1,56.07,6,78,2,5.81,0,0,93.2,3
21,1,92.85,6,90,4,0.88,1,1,86.64,3
22,1,27.89,5,44,4,1.31,1,1,77.86,3
12,0,72.25,6,10,0,5.11,0,1,67.19,2
20,1,84.59,1,6,4,1.0,1,0,91.78,3
12,0,70.65,7,49,3,1.46,0,1,67.77,2
6,0,59.76,0,38,0,5.09,1,0,50.89,2
9,0,50.92,3,48,4,2.34,0,1,46.23,1
11,0,71.38,1,53,4,5.44,2,0,84.79,3
10,0,63.79,7,95,2,3.02,1,1,63.76,2
14,0,76.32,7,40,2,1.71,1,0,58.29,2
7,0,50.8,6,48,2,3.87,1,0,65.85,2
22,1,35.9,6,63,2,1.31,1,0,75.14,3
16,0,5.16,2,97,1,1.78,0,1,28.74,1
16,0,29.14,7,82,2,4.26,2,0,82.49,3
15,0,17.33,1,87,2,0.86,2,0,52.39,2
10,0,62.6,1,98,1,0.89,1,0,37.0,1
18,0,15.55,0,56,2,1.05,0,1,28.4,1
1,1,19.47,4,13,3,5.78,0,0,100.0,3
15,0,1.8,3,76,2,5.69,1,0,58.15,2
2,1,20.29,3,13,4,4.18,0,1,98.67,3
12,0,78.29,2,9,4,0.78,0,0,71.39,2
22,1,41.12,1,60,2,0.74,2,1,71.64,2
14,0,50.69,6,32,4,3.49,1,1,81.82,3
15,0,81.28,6,85,1,1.0,1,1,49.37,1
11,0,76.06,0,30,0,3.0,0,0,40.17,1
23,1,47.2,5,11,3,3.11,1,1,100.0,3
5,1,71.51,5,28,0,5.15,0,1,80.25,3
14,0,86.62,7,80,2,3.68,2,1,85.6,3
13,0,4.54,7,79,1,1.56,0,0,37.67,1
